sampn,number_of_vehicles,number_of_workers,count_of_licensed_drivers,list_of_licensed_drivers,accvar1,accvar2,accvar3,accvar4,number_of_part_time_workers,count_of_household_members_over_75,at_least_as_many_cars_as_workers,part_time_workers_per_drivers,greater_than_75_yr_old_per_drivers,number_of_university_students_per_driver,licensed_drivers_under_18_per_driver,children_under_5_per_driver,list_of_income_level,logsum_full_time_worker_under_30k,logsum_students,distance_from_transit_stop_variable
6058179,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,1,1,0.5,0.5,0,0,0.5
7041220,4,3,3,"[0, 0, 1, 0]",0,0,1,0,1,1,0,0,0,1,0,0.333333333,0,0,0,0
8024262,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,1,0,0.5,0,0,0,0
6058187,4,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7041228,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,1,1,0.5,0.5,0,0,0.5
6058193,1,0,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,1,0,0.5,0,0,0.5
6058196,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
7041237,2,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7041240,7,2,5,"[0, 0, 0, 1]",0,0,0,1,1,1,1,1,0,1,0,0.2,0,0,0.2,0
7041242,3,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6028666,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7008479,4,2,3,"[0, 0, 1, 0]",0,0,1,0,1,1,0,0,0,1,0,0.333333333,0,0,0,0
6025440,2,0,3,"[0, 0, 1, 0]",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
6058209,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7008487,2,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,1,1,0.5,0.5,0,0,0.5
6058218,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6020727,2,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7041263,3,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,1,0,0.5,0,0,0,0
6058224,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6088744,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7008502,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,2,0,1,0,0,1
6058231,2,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7032205,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6058238,2,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7041279,4,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6091009,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,2,0,1,0,0,0,0
7055403,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8025015,2,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,2,0,1,0,0,1
6123785,2,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7041290,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7041291,3,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6058253,2,0,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,2,0,1,0,0,1
8024334,4,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6060009,3,2,3,"[0, 0, 1, 0]",0,0,1,0,1,1,0,0,0,1,0,0.333333333,0,0,0,0
7008533,3,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7008535,2,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6091032,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7010876,5,2,3,"[0, 0, 1, 0]",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.333333333,0
6091035,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7008550,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6091047,2,1,3,"[0, 0, 1, 0]",0,0,1,0,1,1,0,0,0,0,0,0,0,0.333333333,0,0
6058283,3,0,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6058284,3,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6055986,2,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6058290,5,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6058291,4,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5019072,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,1,0,0.5,0,0,0,0
7041340,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,1,0,0.5,0,0,0,0
6058301,4,2,3,"[0, 0, 1, 0]",0,0,1,0,1,1,0,0,0,1,0,0.333333333,0,0,0,0
7008576,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,2,0,1,0,0,0,0
7041347,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,1,0,0.5,0,0,0,0
6025543,0,0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6058313,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6058321,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6058324,3,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7041369,2,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6091100,2,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,1,0,0.5,0,0,0,0
6025576,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6058346,2,0,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6023229,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6058352,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,1,0,0.5,0,0,0,0
8016617,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6058360,1,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6058361,3,3,3,"[0, 0, 1, 0]",0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
6023232,1,1,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
8024450,1,0,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9105799,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6091146,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7008655,3,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0
6058385,1,0,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7956547,2,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7008660,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,1,0,0.5,0,0,0,0
6058393,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,1,0,0.5,0,0,0.5
6058394,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,1,0,0.5,0,0,0,0
6058395,1,0,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7041437,3,2,3,"[0, 0, 1, 0]",0,0,1,0,1,1,0,0,0,1,0,0.333333333,0,0,0,0
6123937,2,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,1,0,0.5,0,0,0,0
6058403,1,0,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6091172,2,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7008681,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
7041450,3,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7041455,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6023240,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8024498,3,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
8000243,2,0,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7051685,2,0,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,1,0,0.5,0,0,0.5
7008694,3,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7008697,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6058426,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6091195,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6088384,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6025664,2,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6058435,2,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0
7041476,2,2,3,"[0, 0, 1, 0]",0,0,1,0,1,1,0,0,1,0,0,0,0,0,0.333333333,0
7008710,1,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6072396,1,0,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7041485,4,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7008720,6,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6012323,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,1,0,0.5,0,0,0,0
7008725,2,2,3,"[0, 0, 1, 0]",0,0,1,0,1,1,0,0,1,1,0,0.333333333,0,0,0.333333333,0
7008730,0,0,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6058459,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6058462,1,0,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,1,0,0.5,0,0,0.5
6058465,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
6034920,1,0,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6091239,5,3,3,"[0, 0, 1, 0]",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
7008747,4,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7008748,4,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6091252,1,0,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8018595,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,1,0,0.5,0,0,0,0
7041529,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0.5,0,0
8024572,1,0,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
8024573,2,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
7008766,4,3,3,"[0, 0, 1, 0]",0,0,1,0,1,1,0,0,0,0,0,0,0,0.333333333,0,0
7008768,4,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,1,2,0.5,1,0,0,1
7008771,2,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6084022,3,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6012332,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8024591,2,0,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6058512,3,2,3,"[0, 0, 1, 0]",0,0,1,0,1,1,0,0,0,0,0,0,0,0.333333333,0,0
7008786,2,0,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6034179,3,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6061486,1,0,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6058523,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1
7041567,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
9105952,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6001097,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7032482,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,1,0,0.5,0,0,0,0
6058536,0,0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8024618,3,0,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7008811,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,1,0,0.5,0,0,0,0
6025772,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6058543,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6091321,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6025786,3,1,4,"[0, 0, 0, 1]",0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
6058557,2,0,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7041599,3,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,1,0,0.5,0,0,0,0
6058568,2,0,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,1,0,0.5,0,0,0.5
7008843,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6025810,2,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7008854,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6025815,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6058585,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7008858,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7059324,3,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,1,0,0.5,0,0,0,0
7008863,3,2,3,"[0, 0, 1, 0]",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.333333333,0
7039855,2,1,3,"[0, 0, 1, 0]",0,0,1,0,1,1,0,0,0,0,1,0,0.333333333,0,0,0.333333333
6058596,2,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
6025832,2,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6058601,3,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7008875,3,1,3,"[0, 0, 1, 0]",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
8024685,3,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6124145,2,0,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
6058615,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8024701,3,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7039083,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5034774,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,1,0,0.5,0,0,0,0
6058630,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6124167,2,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8024714,4,2,3,"[0, 0, 1, 0]",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
6017815,3,3,3,"[0, 0, 1, 0]",0,0,1,0,1,1,0,0,1,1,0,0.333333333,0,0,0,0
6058636,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6058638,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,1,0,0.5,0,0,0,0
6058643,1,0,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6058645,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7008918,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6058648,2,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6058654,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6077893,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6091425,1,2,3,"[0, 0, 1, 0]",0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
5034779,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
6110662,1,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8024744,3,0,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,1,0,0.5,0,0,0.5
7008939,1,2,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6091441,2,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6025909,1,0,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6124219,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,1,0,0.5,0,0,0,0
6058695,3,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7041737,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,1,0,0.5,0,0,0,0
6056055,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7041744,4,4,4,"[0, 0, 0, 1]",0,0,0,1,1,1,1,0,1,2,0,0.5,0,0,0,0
6025942,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6023289,3,2,3,"[0, 0, 1, 0]",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
7017252,2,2,3,"[0, 0, 1, 0]",0,0,1,0,1,1,0,0,1,1,0,0.333333333,0,0,0.333333333,0
7008986,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6058718,3,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,1,0,0.5,0,0,0,0
7021310,1,0,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7008994,4,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5007483,4,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1
6058724,3,3,3,"[0, 0, 1, 0]",0,0,1,0,1,1,0,0,1,0,1,0,0.333333333,0,0,0.333333333
7008997,2,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6058728,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7041771,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7009005,2,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6058737,1,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8024819,2,0,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,1,0,0.5,0,0,0.5
8024820,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5018410,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7009022,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7036587,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1
7009031,2,0,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,1,0,0.5,0,0,0.5
8024844,3,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,1,0,0.5,0,0,0,0
7034405,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,1,0,0.5,0,0.5,0,0
6058767,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7041809,5,4,4,"[0, 0, 0, 1]",0,0,0,1,1,1,1,0,0,0,0,0,0,0.25,0.25,0
6066990,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,1,0,0.5,0,0,0,0
7009046,2,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8024855,2,1,3,"[0, 0, 1, 0]",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
7041832,3,2,3,"[0, 0, 1, 0]",0,0,1,0,1,1,0,0,0,0,0,0,0,0.333333333,0,0
6058794,2,0,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7009067,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7041838,3,4,4,"[0, 0, 0, 1]",0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0
7009071,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6058801,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6058804,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8024888,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6058816,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7973660,2,0,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6058820,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7035498,2,3,3,"[0, 0, 1, 0]",0,0,1,0,1,1,0,0,1,1,0,0.333333333,0,0.333333333,0,0
7009095,4,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6116151,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6058828,2,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6026065,2,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7009107,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6091606,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7000889,5,4,5,"[0, 0, 0, 1]",0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
8024922,3,2,3,"[0, 0, 1, 0]",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.333333333,0
6017850,2,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8024931,2,0,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7041893,2,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6124395,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7009132,4,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0
7009136,5,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7009148,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6058877,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6124415,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7009153,2,2,3,"[0, 0, 1, 0]",0,0,1,0,1,1,0,0,1,1,0,0.333333333,0,0,0.333333333,0
7051867,2,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8024964,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,1,0,0.5,0,0,0,0
7009158,1,0,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6077932,1,0,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
